729	0.630364	0.922954	0.018543	0.550293	0.002059	0.426274
734	1.660742	2.816831	0.018139	0.918002	0.771538	0.076075
739	1.610898	2.245540	0.018480	0.951668	0.757150	0.124585
744	0.300287	1.154092	0.018181	0.752464	0.001315	0.349213
749	0.388665	3.548722	0.018133	0.927356	0.258052	0.032182
754	1.663078	3.156029	0.021002	0.270518	0.049487	0.062683
759	0.013986	0.321442	0.020598	0.990084	0.003950	0.746936
764	0.965960	2.665276	0.020268	0.900779	0.546811	0.086666
769	0.225975	1.080650	0.017853	0.803549	0.000732	0.367089
774	0.060757	1.080788	0.017735	0.943254	0.000641	0.386170
779	0.197962	2.935120	0.018313	0.918724	0.103217	0.063344
2	0.079399	2.451572	0.018844	0.926524	0.000455	0.098661
7	0.032615	1.358877	0.021407	0.969122	0.000519	0.313545
12	0.550121	2.256242	0.020010	0.768364	0.207363	0.181906
17	0.036568	5.352299	0.019943	0.965142	0.000205	0.009007
22	0.010391	1.325909	0.019076	0.989974	0.000215	0.321168
27	0.546829	0.073644	0.018812	0.625352	0.000393	0.935517
32	0.091748	2.981634	0.019051	0.916019	0.000666	0.069314
37	0.013077	0.300506	0.021164	0.987344	0.000299	0.752571
42	0.040193	2.056597	0.020573	0.962004	0.000312	0.147621
47	0.294191	2.792628	0.020708	0.902806	0.168512	0.069148
52	0.032007	5.319743	0.020523	0.978383	0.009857	0.006425
57	0.227535	3.126960	0.018946	0.994641	0.192846	0.051921
62	0.018902	3.350738	0.019954	0.981655	0.000112	0.040480
67	0.053833	3.376842	0.020898	0.949004	0.000096	0.041708
72	0.203269	3.616829	0.020056	0.994514	0.173114	0.032241
77	0.019551	4.640611	0.020776	0.980903	0.000093	0.013210
82	0.006356	4.596525	0.021635	0.993763	0.000083	0.013186
87	0.038838	4.460439	0.021760	0.993802	0.031847	0.014198
92	0.036666	4.109821	0.020042	0.992771	0.028775	0.021939
97	0.091874	3.716188	0.020905	0.995009	0.081996	0.028772
102	0.009585	5.612255	0.022914	0.995129	0.004673	0.004598
107	0.008024	6.016809	0.021421	0.995572	0.003572	0.003434
112	0.014451	4.997478	0.022209	0.995715	0.010064	0.008963
