4	0.978952	1.882995	0.042356	0.664838	0.373619	0.193783
9	0.506648	2.855038	0.037541	0.804996	0.231758	0.076416
14	0.425906	1.961600	0.036077	0.738889	0.090439	0.174112
19	0.971006	2.208028	0.028118	0.597840	0.222106	0.357038
24	0.706112	2.321666	0.026252	0.657084	0.179956	0.133816
29	0.937512	1.901312	0.023464	0.656059	0.333399	0.195506
34	1.460556	1.637340	0.024845	0.355958	0.124931	0.273496
39	0.735214	2.502757	0.022934	0.692889	0.251668	0.114373
44	0.778640	3.348343	0.023386	0.705297	0.289082	0.046088
49	0.910191	3.337607	0.026543	0.931977	0.512857	0.054072
54	1.453868	4.294941	0.025354	0.916962	0.693675	0.024439
59	0.825978	3.332669	0.024415	0.924536	0.480248	0.063872
64	0.038701	0.103814	0.024168	0.988419	0.026152	0.908143
69	1.064091	2.400079	0.024081	0.474867	0.171009	0.120322
74	0.904016	1.858729	0.022612	0.833432	0.443972	0.182035
79	0.811151	3.528909	0.022783	0.829214	0.427934	0.041921
84	1.014983	2.160815	0.022264	0.865966	0.545577	0.142216
89	0.891580	2.452806	0.022828	0.668832	0.342492	0.105071
94	0.161161	0.379914	0.023525	0.865275	0.006919	0.702656
99	1.025361	1.621523	0.023897	0.495863	0.205877	0.219523
104	0.593575	2.061302	0.022711	0.860717	0.329073	0.151500
109	1.140588	1.102623	0.022784	0.420240	0.140589	0.358218
114	0.017882	0.018233	0.023589	0.995907	0.013559	0.982109
119	0.278019	1.804898	0.023758	0.775586	0.005913	0.199618
124	0.790372	1.654236	0.023291	0.822696	0.418701	0.212226
129	0.260859	1.204878	0.024130	0.791074	0.003537	0.335266
134	0.421564	2.438468	0.022891	0.895639	0.255709	0.098733
139	0.796916	2.323150	0.024866	0.930981	0.489685	0.110620
144	0.160421	0.102132	0.022744	0.860623	0.005212	0.906348
149	0.916599	3.754075	0.023454	0.453131	0.045810	0.032574
154	0.348382	3.408246	0.023501	0.825420	0.130527	0.041954
159	0.407714	3.068149	0.021957	0.793771	0.148562	0.054885
164	0.513721	2.569626	0.023414	0.975513	0.371234	0.088614
169	0.332948	2.473914	0.023061	0.952136	0.236948	0.098780
174	0.074403	4.463493	0.023363	0.952329	0.024017	0.014445
179	0.106076	3.715374	0.025345	0.953018	0.055086	0.031410
184	0.038521	2.035552	0.023928	0.963105	0.000349	0.152271
189	0.048205	2.316442	0.022246	0.954059	0.000300	0.114619
194	0.030877	1.561683	0.022420	0.970314	0.000356	0.234060
199	3.464683	0.938009	0.022978	0.046298	0.010636	0.496529
204	1.360902	0.781769	0.023929	0.636000	0.570637	0.470638
209	0.396731	0.236334	0.023861	0.832174	0.186051	0.792295
214	1.084457	1.391115	0.025240	0.702043	0.492625	0.275776
219	1.040028	1.974805	0.026172	0.683008	0.456866	0.157358
224	2.239267	2.563669	0.025716	0.918491	0.858481	0.112119
229	0.539199	1.130020	0.024513	0.637605	0.012745	0.365339
234	1.587058	2.338329	0.022952	0.571740	0.482753	0.126578
239	1.001640	0.901147	0.022061	0.406392	0.024252	0.433172
244	1.234848	1.660741	0.021918	0.673076	0.550101	0.211785
249	1.115415	1.402303	0.021817	0.536048	0.352158	0.261594
254	1.090318	1.387076	0.021494	0.519779	0.325201	0.267338
259	1.687900	1.081029	0.020698	0.887813	0.769603	0.361684
264	0.375367	0.817272	0.019783	0.712046	0.017438	0.463393
269	0.720579	0.537557	0.021333	0.510515	0.011800	0.602260
274	1.708249	1.053312	0.022742	0.858599	0.765001	0.373772
279	1.343091	1.072231	0.022511	0.828480	0.662861	0.360037
284	0.501789	0.935255	0.022091	0.633779	0.015458	0.414851
289	0.984683	0.661539	0.021026	0.401902	0.009064	0.544057
294	0.790600	0.951110	0.020340	0.481614	0.008004	0.421954
299	0.389908	0.689614	0.019845	0.692046	0.005751	0.522799
304	0.420558	0.754290	0.020169	0.673029	0.003716	0.492878
309	0.554020	0.590117	0.021433	0.603973	0.003849	0.581410
314	1.227816	2.499486	0.020145	0.769701	0.562628	0.093776
319	1.160485	1.482601	0.020983	0.869651	0.611550	0.248931
324	0.883565	1.704396	0.021015	0.625566	0.309247	0.207779
329	0.152073	0.297393	0.021480	0.873004	0.007602	0.755596
334	0.375948	0.643697	0.021432	0.704073	0.002180	0.558899
339	1.535919	2.794375	0.021637	0.950003	0.751208	0.079850
344	0.304549	1.656566	0.021708	0.749131	0.001420	0.212910
349	0.241345	0.668117	0.022458	0.796231	0.001174	0.540625
354	0.182050	2.320800	0.022403	0.842861	0.001773	0.115210
359	0.568966	2.060872	0.021069	0.758387	0.234247	0.147504
364	0.018976	0.548816	0.019871	0.982774	0.001509	0.608787
369	0.123161	1.346813	0.020711	0.920510	0.034559	0.329792
374	0.181179	0.896334	0.020342	0.855683	0.018155	0.426275
379	0.108801	0.524989	0.021568	0.904637	0.006361	0.610749
384	0.211726	1.379434	0.020497	0.820049	0.002574	0.280464
389	1.734104	1.617652	0.020365	0.923908	0.784075	0.220467
394	0.265349	1.613931	0.020086	0.778000	0.002383	0.223428
399	0.424978	1.231713	0.020151	0.673509	0.001867	0.318615
404	0.355806	0.686915	0.021485	0.714004	0.003322	0.522908
409	0.051172	0.968239	0.020033	0.953483	0.002994	0.399064
414	0.361863	2.354174	0.021618	0.903164	0.211783	0.113971
419	0.142406	3.019854	0.023683	0.923994	0.058985	0.057083
424	0.657287	2.126595	0.022681	0.607444	0.073940	0.163084
429	0.146565	1.305485	0.021344	0.870275	0.000920	0.321452
434	0.190508	2.957846	0.022616	0.887139	0.059768	0.078123
439	0.035555	2.376230	0.022857	0.966034	0.000349	0.118543
444	0.045732	2.815908	0.021988	0.956708	0.000291	0.080145
449	0.008672	0.385145	0.023030	0.991692	0.000264	0.723674
454	0.879629	0.623479	0.021695	0.534228	0.123375	0.600516
459	0.630617	2.432497	0.022499	0.586308	0.010534	0.107710
464	0.949647	2.233746	0.020855	0.847850	0.516155	0.124332
469	0.355220	3.750723	0.022203	0.850472	0.161146	0.029764
474	0.229761	2.942421	0.022484	0.811824	0.000824	0.064061
479	0.198394	2.622171	0.022511	0.830173	0.000703	0.087247
484	3.615099	2.450178	0.023638	0.031119	0.001094	0.097535
489	0.754538	1.879990	0.025287	0.845174	0.426779	0.167555
494	0.228422	1.815649	0.023025	0.817352	0.018619	0.200674
499	2.478569	1.402082	0.021064	0.948690	0.891778	0.274923
504	0.275340	1.614757	0.020518	0.770271	0.007602	0.224230
509	0.735690	1.858930	0.020563	0.669231	0.256542	0.170416
514	0.401819	2.565940	0.020971	0.778765	0.126032	0.090575
519	0.070823	0.659771	0.021538	0.934080	0.001150	0.539323
524	0.102947	1.225927	0.021666	0.905128	0.000812	0.327940
529	0.266666	3.053773	0.022135	0.903521	0.142770	0.056072
534	0.017363	1.668641	0.019679	0.983444	0.000579	0.229566
539	0.188191	0.337513	0.020062	0.837294	0.005527	0.729675
544	0.229581	0.978118	0.020936	0.811757	0.007277	0.412412
549	0.083664	1.538067	0.020496	0.924199	0.002538	0.237206
554	0.373541	2.286187	0.020850	0.966592	0.277197	0.115687
559	0.026380	1.740957	0.020123	0.975165	0.000847	0.195482
564	0.457653	5.095815	0.021655	0.693297	0.063001	0.007811
569	0.147804	0.061123	0.022272	0.880229	0.017542	0.943126
574	0.222672	0.505048	0.021759	0.819131	0.016440	0.632608
579	0.318771	0.518071	0.020832	0.744486	0.007143	0.615426
584	0.402497	1.049558	0.019385	0.683792	0.005912	0.373124
589	0.648090	1.332461	0.020496	0.538518	0.003920	0.281349
594	0.745333	1.774582	0.022312	0.874406	0.437421	0.182755
599	0.465413	3.224509	0.020462	0.849251	0.249065	0.045694
604	0.528825	3.344896	0.020331	0.937388	0.355756	0.046081
609	0.424096	3.533051	0.020634	0.915042	0.266076	0.039320
614	0.073490	0.949605	0.017992	0.931052	0.000545	0.419115
619	1.353649	1.695580	0.018887	0.389293	0.000561	0.237053
624	0.245245	3.277441	0.017945	0.932165	0.153496	0.046112
629	0.036044	3.090807	0.018490	0.965515	0.000427	0.053910
634	0.169357	2.865716	0.019140	0.980188	0.135635	0.065711
639	0.011005	1.775944	0.018642	0.989340	0.000249	0.204446
644	0.062063	4.121017	0.018650	0.960192	0.020117	0.020722
649	0.004505	3.363158	0.020246	0.995839	0.000325	0.041572
654	0.064521	3.688795	0.020069	0.989925	0.052433	0.030192
659	0.032134	4.542122	0.018371	0.983322	0.015029	0.012822
664	0.016236	5.747493	0.020744	0.988161	0.004233	0.004004
669	0.081243	3.950344	0.019498	0.992042	0.069115	0.023803
674	0.012073	4.197719	0.019402	0.988247	0.000139	0.019735
679	0.021738	4.337039	0.019846	0.996660	0.018152	0.015705
684	0.036914	4.020477	0.020257	0.995925	0.032029	0.023260
689	0.003541	1.198643	0.020826	0.996621	0.000146	0.373929
694	0.012375	0.028716	0.021538	0.989988	0.002262	0.972325
699	1.016087	1.170258	0.021787	0.786423	0.503969	0.326246
704	0.558805	2.357730	0.020097	0.872351	0.334234	0.105104
709	0.459442	1.566908	0.019487	0.648244	0.006952	0.232822
714	0.811876	1.802139	0.018606	0.741943	0.387129	0.177926
719	0.918794	1.574432	0.019602	0.489989	0.140171	0.227200
724	1.242847	1.770821	0.018587	0.894430	0.655062	0.187798
